Record ID,Account ID,First Name,Last Name,Email,Phone,Company,Lead Status,Lead Source,Created Date,Country,Record Type
00Q8VWZ0T0OQWJK,0010WWL2KIRWSNE,Nicholas,Parks,cynthiacarlson@gmail.com,617.500.8491x4231,"Yoder, Hicks and Cook",Working - Contacted,Partner Referral,2024-02-26,Cambodia,Lead
00QWEWWKQGSU7OE,001EP89O429SJBH,Frances,Fisher,shermanjames@yahoo.com,801-463-4085,Owens Inc,Closed - Not Converted,Partner Referral,2024-11-28,Rwanda,Lead
00Q0P7VWJAE04IH,001A7T0DU937X0C,Marilyn,Rios,woodjanet@hotmail.com,001-869-357-1146x621,"Garza, Robinson and Ward",Closed - Converted,Phone Inquiry,2024-12-13,Congo,Lead
00Q5FSKH022BDCQ,001N2W3PT3I6F20,Amanda,Arnold,alexis92@yahoo.com,+1-042-362-4872,"Klein, Liu and Garrison",Working - Contacted,Partner Referral,2024-09-17,Monaco,Lead
00QD1RW016VJQ3F,001XZ8TMUAP29JA,Theresa,Hopkins,nathan32@perkins.com,656-413-6180x818,"Peterson, Clarke and Sanchez",Working - Contacted,Partner Referral,2024-09-24,Lebanon,Lead
00QMP03FGSDYBA1,001APJSX0LETACF,Whitney,Diaz,lthompson@yahoo.com,109.529.1532,Jimenez-Mayer,Closed - Converted,Web,2024-09-28,Thailand,Lead
00QXH8ZS5S7PSXE,001S1CYGP4DDNG9,Charles,Austin,davisjoy@hill.com,(156)576-5547x39983,"Harvey, Weeks and Edwards",Working - Contacted,Web,2024-04-06,Comoros,Lead
00QDPVA0IFSSW0B,001MGNJQNUSXCSG,Rachel,Paul,ryanayala@hotmail.com,(616)480-1864,"Cohen, Williams and Miller",Closed - Converted,Other,2024-03-21,Liechtenstein,Lead
00Q4WTLYI0MU0VK,00170301OAK50E9,Jason,Brown,ericsteele@yahoo.com,883-743-3903,"Thomas, Clarke and Gray",Closed - Converted,Partner Referral,2024-01-08,United States of America,Lead
00QUK9T5SU6XB5X,001SX1N5MRO2TA5,Nicole,Baker,hgarcia@yahoo.com,275-899-6822x65347,Hawkins-Ryan,Closed - Not Converted,Purchased List,2024-12-10,Uzbekistan,Lead
00QMKTE4JZ7LA56,001SE3ZCR68PK2R,Lori,Fox,bryantchristina@gmail.com,(906)877-2068,Parrish Group,Working - Contacted,Other,2024-04-03,Timor-Leste,Lead
003XA4ET0VJARWE,001E1WL17FHS8ZZ,Brenda,Roberts,uromero@hotmail.com,(096)670-6317,"Lewis, Anderson and White",Open - Not Contacted,Web,2024-07-22,Egypt,Contact
003TXQHJ51BREQW,001E1WL17FHS8ZZ,Sarah,Baker,roberthampton@hotmail.com,740.961.2030x02616,Davis-Cross,Open - Not Contacted,Other,2024-12-19,Spain,Contact
0036TYMURGXWMAS,001ZF3GARM89AOS,Troy,Avila,epatterson@yahoo.com,001-755-276-4115x959,"Hughes, Ryan and Frazier",Closed - Converted,Phone Inquiry,2024-04-16,Hungary,Contact
003TPXIGNZMT7EB,001HP5RG19XVD2F,Gabriel,Curtis,welchbriana@yahoo.com,747.246.4968x3820,Tanner-King,Closed - Converted,Phone Inquiry,2024-04-13,Ghana,Contact
003A7JK64MHDYVC,00127W6HY8G1TPU,Paul,Harvey,kimberlypatel@davis.com,156.215.8047x5976,Fox-Carlson,Working - Contacted,Partner Referral,2024-10-21,Bangladesh,Contact
003I4XRC6DQ8YNV,001D3VFI23EYEVE,Edward,Reid,april86@anderson.net,+1-223-233-4485x511,Russo PLC,Closed - Not Converted,Partner Referral,2024-07-09,New Zealand,Contact
003C17WHC2Y65ZJ,001NX631LTJI7IU,Ashley,Powell,bward@martinez.com,(943)286-5897x409,"Abbott, Williamson and Wilcox",Open - Not Contacted,Phone Inquiry,2024-12-13,Saint Helena,Contact
003GUH2MZ4QB708,001P1IK7PQCC7CP,Brett,Martin,bookerglenn@gmail.com,868.582.4903x28182,Reeves Ltd,Closed - Not Converted,Web,2024-06-08,Holy See (Vatican City State),Contact
003OPBB55L6INND,001SEFMU4YOLF8C,David,Williams,acruz@scott.org,108.963.4106x11054,Orozco Inc,Open - Not Contacted,Purchased List,2024-08-31,South Georgia and the South Sandwich Islands,Contact
003WWJZXIFI0KUP,0010WWL2KIRWSNE,Thomas,Brown,thomassteven@moreno-hughes.info,(263)300-1000x900,"Small, Barnes and Hansen",Open - Not Contacted,Other,2024-06-11,Colombia,Contact
0030T4LE6W8CFUB,001BYNBMH096XAW,Jose,Harper,vwilson@gmail.com,001-960-050-8006x40337,"Vaughn, Gallagher and Day",Closed - Not Converted,Partner Referral,2024-11-13,China,Contact
003W221UAO04YYP,001UQXX290ORG3C,Jennifer,Douglas,luis58@yahoo.com,001-420-367-1692x47413,"Flores, Burton and Robinson",Closed - Not Converted,Purchased List,2024-11-08,Austria,Contact
003J8YPPDFN3BEZ,001944UZRAP9Q0H,Sarah,Murphy,diana21@taylor.info,(516)375-7052x93857,Long-Robertson,Closed - Converted,Web,2024-12-09,Belarus,Contact
003D8V6TLVS88SC,001P1IK7PQCC7CP,Wanda,Jones,rrice@mitchell.info,930-476-8908x28515,Campbell PLC,Working - Contacted,Partner Referral,2024-08-30,Bermuda,Contact
0039WAY94P5H1NT,001PU6QDVASGG2M,Michael,Shea,carolmiller@carr.com,512-210-3731x9702,Bates Inc,Working - Contacted,Partner Referral,2024-01-16,Kenya,Contact
003M2IZ4YFWZ315,001944UZRAP9Q0H,Robert,Thomas,kristencole@gmail.com,7813402572,"Golden, Castaneda and Johnson",Open - Not Contacted,Purchased List,2024-11-26,Honduras,Contact
00376U1PRXQ6TIB,0016GIL21N00CQI,Ashley,Wood,paulmelton@gmail.com,(794)202-8073,Henderson PLC,Closed - Not Converted,Partner Referral,2024-09-28,Cape Verde,Contact
0033VWG7QG7CBZ9,001P1IK7PQCC7CP,Linda,Conley,lawsonchristopher@carey.com,001-129-664-6238x32332,Duke-Henry,Open - Not Contacted,Phone Inquiry,2024-01-02,French Polynesia,Contact
003TM8RVOQ819WG,0013VJUT5FX3K0X,Chad,Smith,jacobsoncynthia@lang.biz,001-855-045-4729x764,Cisneros-Guzman,Closed - Converted,Other,2024-04-02,Antarctica (the territory South of 60 deg S),Contact
0038MZMKZ6UBG9Q,0012AE5Q4PCIAKZ,Stephanie,Anderson,laurawalker@eaton.biz,171-865-1071,Johnson-Reyes,Closed - Converted,Phone Inquiry,2024-03-31,Falkland Islands (Malvinas),Contact
0037EYFSIIQHDA3,001TSVW6MO9AKU0,Pam,Downs,tracy13@hotmail.com,428-590-6274x49120,Chan-Hale,Closed - Converted,Purchased List,2024-04-21,Macedonia,Contact
003FDYHMCWAGAJU,001GG94SRS8YBJQ,Adam,Barnett,ronald21@yahoo.com,+1-899-238-8643x32840,Torres PLC,Working - Contacted,Phone Inquiry,2024-05-20,Angola,Contact
003JCVJQI4YNTFS,001KCN48RN2CR5Y,Jennifer,Stephens,davidhamilton@norris.com,001-433-156-8383x243,Mcclure-Torres,Closed - Converted,Phone Inquiry,2024-09-27,Guatemala,Contact
003XQRZY95DQYDW,001CZVC54I7UA6D,Susan,Gonzalez,philip48@gmail.com,555-544-8400x809,Morrow-Chung,Closed - Converted,Phone Inquiry,2024-11-06,India,Contact
00331CC77N8G1C0,001QQDUKEXUU5XO,Jeremiah,Suarez,williamnielsen@king-jones.org,417.544.6191x0475,"Mason, Vasquez and Gonzalez",Working - Contacted,Phone Inquiry,2024-08-31,Mauritius,Contact
003J2QKNKML7TWQ,001RIH1Z289LAPE,Stephanie,Christensen,richardbrown@yahoo.com,(387)983-1485,"Jones, Sanchez and Ruiz",Open - Not Contacted,Phone Inquiry,2024-10-22,Rwanda,Contact
003T93R90GJ7QNJ,001WE0A1T6R3LPH,William,Reed,megangonzalez@gmail.com,2373615606,Harris-Brown,Working - Contacted,Web,2024-09-07,Guernsey,Contact
003MB10JGJVPMP2,001D3VFI23EYEVE,Maureen,Smith,taylorstacey@yahoo.com,457.158.5817,"Palmer, Gomez and Moore",Closed - Converted,Purchased List,2024-06-03,Burkina Faso,Contact
003KP7NZS7EIQ97,001CZVC54I7UA6D,Laura,Hall,ivaughn@bennett.com,309.528.4363,Larson PLC,Working - Contacted,Partner Referral,2024-05-22,Madagascar,Contact
003JE5GDDDNAHQT,001RNOAWTOXXVRU,Penny,Gray,vmooney@yahoo.com,+1-590-875-8926x60055,Gonzalez and Sons,Open - Not Contacted,Web,2024-05-05,Belize,Contact
003YXYEX9OBZAY2,001HCMYXXJ7EOYW,Veronica,Patrick,michael57@hotmail.com,+1-245-978-8652,"Wilson, Coleman and Schmidt",Closed - Converted,Partner Referral,2024-05-17,South Africa,Contact
0034WGCEABCPBYF,001JZ8U6UD07W5M,Lauren,Smith,tbooth@smith.com,(353)203-8966x350,George and Sons,Closed - Converted,Web,2024-06-04,Armenia,Contact
00318UVMRFQZ8V8,001PJRQYELP5URK,Courtney,Ochoa,xsmith@hotmail.com,952-500-5093x011,Turner-Rodriguez,Closed - Not Converted,Purchased List,2024-08-29,Christmas Island,Contact
003RNZYTP3QDHY0,0016GIL21N00CQI,Deborah,Price,loganstephen@chandler-johnson.com,9837012436,Richardson-Lopez,Open - Not Contacted,Purchased List,2024-01-10,Saint Pierre and Miquelon,Contact
003V62QX079F6KF,001ZM8ZJ31LLMOF,Patrick,Black,deckersusan@gmail.com,+1-709-935-9336x53035,Hansen Inc,Closed - Converted,Web,2024-03-01,Tokelau,Contact
